1, 29407, 0, 19.912866, 1042.321899, 15, 0, 15
0, 29406, 0, 21.053921, 1105.666609, 42, 0, 42
2, 29408, 0, 22.885694, 1435.763711, 15, 0, 15
8, 29414, 0, 16.042025, 1630.076576, 4, 0, 4
157, 29563, 0, 16.787487, 1716.328461, 9, 0, 9
155, 29561, 0, 16.317392, 1777.123880, 6, 0, 6
5, 29411, 0, 17.132714, 1801.979237, 7, 0, 7
163, 29569, 0, 17.588841, 1879.617594, 7, 0, 7
150, 29556, 0, 18.150504, 2013.721012, 5, 0, 5
162, 29568, 0, 18.170182, 2014.575842, 7, 0, 7
22, 29428, 0, 18.111902, 2023.753559, 5, 0, 5
3, 29409, 0, 18.260155, 2064.321518, 5, 0, 5
75, 29481, 0, 18.225612, 2077.659436, 5, 0, 5
169, 29575, 0, 18.825015, 2166.643032, 7, 0, 7
28, 29434, 0, 19.722651, 2181.684425, 4, 0, 4
41, 29447, 0, 13.902472, 2223.372080, 3, 0, 3
10, 29416, 0, 19.228506, 2254.677325, 7, 0, 7
158, 29564, 0, 19.353375, 2257.882269, 6, 0, 6
208, 29614, 0, 15.220535, 2272.058601, 4, 0, 4
145, 29551, 0, 18.386868, 2282.897275, 9, 0, 9
12, 29418, 0, 19.507784, 2318.407009, 10, 0, 10
141, 29547, 0, 18.586051, 2322.826033, 5, 0, 5
152, 29558, 0, 18.789614, 2338.401148, 6, 0, 6
164, 29570, 0, 19.724000, 2341.354231, 11, 0, 11
178, 29584, 0, 17.976635, 2346.819174, 5, 0, 5
271, 29677, 0, 15.584339, 2357.938958, 4, 0, 4
238, 29644, 0, 15.666365, 2367.132822, 4, 0, 4
323, 29729, 0, 14.400995, 2290.873781, 4, 0, 4
25, 29431, 0, 20.127212, 2421.331553, 19, 0, 19
29, 29435, 0, 21.614846, 2435.969354, 8, 0, 8
103, 29509, 0, 15.729423, 2462.871197, 7, 0, 7
113, 29519, 0, 16.109128, 2534.446678, 6, 0, 6
70, 29476, 0, 16.141561, 2535.976840, 4, 0, 4
44, 29450, 0, 16.260586, 2548.803815, 4, 0, 4
131, 29537, 0, 17.113902, 2549.220671, 4, 0, 4
159, 29565, 0, 20.933688, 2556.191705, 8, 0, 8
4, 29410, 0, 20.993679, 2569.350904, 11, 0, 11
154, 29560, 0, 21.104326, 2568.102591, 9, 0, 9
248, 29654, 0, 17.188502, 2628.983954, 4, 0, 4
126, 29532, 0, 16.832196, 2653.152777, 4, 0, 4
116, 29522, 0, 16.863528, 2657.836497, 4, 0, 4
129, 29535, 0, 18.220208, 2700.088394, 5, 0, 5
6, 29412, 0, 21.936831, 2704.690270, 6, 0, 6
173, 29579, 0, 20.033553, 2728.413169, 6, 0, 6
138, 29544, 0, 18.983017, 2767.431711, 5, 0, 5
89, 29495, 0, 17.545884, 2794.900277, 7, 0, 7
88, 29494, 0, 17.684329, 2834.656092, 5, 0, 5
93, 29499, 0, 17.827318, 2889.071454, 9, 0, 9
307, 29713, 0, 20.166729, 3542.448489, 5, 0, 5
161, 29567, 0, 22.874403, 2893.937042, 6, 0, 6
153, 29559, 0, 22.533829, 2923.007228, 11, 0, 11
245, 29651, 0, 18.552921, 2988.132820, 5, 0, 5
212, 29618, 0, 18.650516, 3013.816049, 5, 0, 5
117, 29523, 0, 18.303848, 3020.615617, 5, 0, 5
11, 29417, 0, 22.947622, 3021.014254, 11, 0, 11
289, 29695, 0, 18.398515, 3690.867530, 5, 0, 5
13, 29419, 0, 25.315838, 3693.039777, 10, 0, 10
201, 29607, 0, 21.754558, 3693.884029, 5, 0, 5
406, 29812, 0, 15.570249, 3158.462199, 4, 0, 4
315, 29721, 0, 20.352712, 3601.190165, 5, 0, 5
30, 29436, 0, 27.446300, 3729.801609, 11, 0, 11
175, 29581, 0, 24.627287, 3735.852372, 7, 0, 7
20, 29426, 0, 25.548566, 3744.553005, 6, 0, 6
357, 29763, 0, 19.689662, 3636.664352, 5, 0, 5
312, 29718, 0, 20.705428, 3638.700361, 5, 0, 5
186, 29592, 0, 21.881752, 3755.222404, 6, 0, 6
77, 29483, 0, 22.201102, 3765.453213, 6, 0, 6
239, 29645, 0, 21.903675, 3765.006857, 5, 0, 5
358, 29764, 0, 19.871647, 3668.427651, 5, 0, 5
76, 29482, 0, 22.277096, 3801.402924, 7, 0, 7
136, 29542, 0, 22.499853, 3807.497766, 5, 0, 5
336, 29742, 0, 20.709510, 3708.129913, 6, 0, 6
130, 29536, 0, 22.608320, 3827.689105, 8, 0, 8
255, 29661, 0, 22.224436, 3828.395752, 6, 0, 6
222, 29628, 0, 22.400833, 3833.302572, 5, 0, 5
109, 29515, 0, 21.845875, 3840.692194, 6, 0, 6
165, 29571, 0, 26.610110, 3838.610345, 11, 0, 11
355, 29761, 0, 20.255500, 3731.530387, 5, 0, 5
415, 29821, 0, 15.764598, 3310.242826, 4, 0, 4
282, 29688, 0, 19.899402, 3852.688650, 9, 0, 9
98, 29504, 0, 22.040310, 3861.058261, 6, 0, 6
196, 29602, 0, 22.421660, 3865.627209, 5, 0, 5
168, 29574, 0, 26.865908, 3866.246709, 6, 0, 6
32, 29438, 0, 22.913860, 3879.317374, 7, 0, 7
179, 29585, 0, 25.360696, 3875.494428, 6, 0, 6
72, 29478, 0, 24.252009, 3891.559388, 7, 0, 7
329, 29735, 0, 21.340899, 3787.451231, 6, 0, 6
279, 29685, 0, 20.259192, 3920.970909, 6, 0, 6
65, 29471, 0, 23.166040, 3932.949898, 6, 0, 6
108, 29514, 0, 22.641733, 3936.067292, 8, 0, 8
43, 29449, 0, 23.204254, 3945.782292, 7, 0, 7
27, 29433, 0, 23.925395, 3953.658778, 6, 0, 6
122, 29528, 0, 22.665788, 3955.359978, 16, 0, 16
392, 29798, 0, 18.391563, 3412.302420, 7, 0, 7
215, 29621, 0, 22.763425, 3952.367355, 6, 0, 6
23, 29429, 0, 27.314019, 3958.589556, 9, 0, 9
263, 29669, 0, 22.768597, 3955.357992, 8, 0, 8
213, 29619, 0, 18.715851, 3016.720533, 5, 0, 5
133, 29539, 0, 19.270173, 3026.909848, 5, 0, 5
281, 29687, 0, 23.041623, 3026.341354, 9, 0, 9
