7, 28408, 2, 21.480925, 0.000000, 0
0, 28401, 2, 25.694863, 0.041463, 0
5, 28406, 2, 25.591263, 0.000000, 0
107, 28508, 2, 19.713677, 7.006787, 0
215, 28616, 2, 21.763951, 16.977774, 0
1, 28402, 2, 19.762347, 25.971854, 0
173, 28574, 2, 22.580945, 21.805722, 0
108, 28509, 2, 19.441803, 31.200204, 0
104, 28505, 2, 19.589031, 42.915902, 0
178, 28579, 2, 20.028555, 48.218820, 0
174, 28575, 2, 25.918451, 45.972703, 0
109, 28510, 2, 24.669855, 53.595193, 0
68, 28469, 2, 21.269142, 67.084861, 0
175, 28576, 2, 19.292176, 73.055357, 0
287, 28688, 2, 26.223434, 66.652522, 0
111, 28512, 2, 22.278802, 83.908741, 0
39, 28440, 2, 27.953601, 92.684684, 0
176, 28577, 2, 26.983326, 93.113883, 0
70, 28471, 2, 24.777237, 103.761273, 0
112, 28513, 2, 28.978903, 109.752462, 0
177, 28578, 2, 17.792941, 122.038014, 0
71, 28472, 2, 25.434222, 130.546924, 0
114, 28515, 2, 24.256268, 146.275821, 0
180, 28581, 2, 24.056541, 148.100058, 0
72, 28473, 2, 26.297592, 157.065549, 0
116, 28517, 2, 20.280577, 177.979816, 0
181, 28582, 2, 22.780832, 173.199128, 0
73, 28474, 2, 19.104647, 184.190239, 0
74, 28475, 2, 19.627450, 203.568406, 0
106, 28507, 2, 22.298609, 199.954156, 0
182, 28583, 2, 22.284327, 197.368607, 0
75, 28476, 2, 22.844462, 225.056806, 0
117, 28518, 2, 24.042877, 225.886823, 0
183, 28584, 2, 24.927729, 223.070335, 0
118, 28519, 2, 17.005046, 253.371997, 0
76, 28477, 2, 25.734378, 249.629164, 0
276, 28677, 2, 27.789388, 245.129269, 0
184, 28585, 2, 24.658579, 250.912763, 0
119, 28520, 2, 24.533227, 273.421663, 0
77, 28478, 2, 26.358933, 276.871121, 0
277, 28678, 2, 23.326679, 273.653628, 0
185, 28586, 2, 22.637361, 277.053529, 0
120, 28521, 2, 20.419945, 301.475639, 0
187, 28588, 2, 19.500733, 304.030706, 0
278, 28679, 2, 23.064870, 297.788859, 0
78, 28479, 2, 23.581528, 303.519342, 0
188, 28589, 2, 16.106379, 323.612817, 0
121, 28522, 2, 26.087774, 324.211271, 0
279, 28680, 2, 22.084997, 323.249971, 0
79, 28480, 2, 20.133435, 331.420367, 0
189, 28590, 2, 24.035307, 343.532813, 0
281, 28682, 2, 19.067745, 345.669349, 0
80, 28481, 2, 22.119356, 352.939192, 0
122, 28523, 2, 26.854017, 350.909174, 0
282, 28683, 2, 21.111104, 367.722111, 0
190, 28591, 2, 25.118257, 370.296167, 0
81, 28482, 2, 22.299331, 377.206141, 0
123, 28524, 2, 19.964315, 378.275145, 0
191, 28592, 2, 19.146780, 396.336169, 0
280, 28681, 2, 23.450278, 389.919955, 1
82, 28483, 2, 22.779356, 400.485408, 0
124, 28525, 2, 25.676137, 400.049348, 0
283, 28684, 2, 20.180304, 416.948475, 0
83, 28484, 2, 23.383131, 424.186269, 0
125, 28526, 2, 19.720859, 426.549160, 0
193, 28594, 2, 24.288225, 419.632429, 0
126, 28527, 2, 18.917543, 447.166386, 0
284, 28685, 2, 21.098366, 439.986633, 0
84, 28485, 2, 22.940633, 448.151583, 0
195, 28596, 2, 19.794893, 451.592643, 0
127, 28528, 2, 22.700387, 467.440365, 0
196, 28597, 2, 18.919522, 472.606180, 1
285, 28686, 2, 28.642852, 464.410770, 0
85, 28486, 2, 25.778116, 473.541544, 0
197, 28598, 2, 18.849226, 492.862402, 0
128, 28529, 2, 25.440905, 492.243627, 1
86, 28487, 2, 21.409279, 501.690479, 2
87, 28488, 2, 23.668973, 503.252392, 0
198, 28599, 2, 20.795398, 514.839521, 0
129, 28530, 2, 26.307172, 519.259294, 0
249, 28650, 2, 21.482728, 520.307135, 0
88, 28489, 2, 16.625133, 542.929280, 0
199, 28600, 2, 22.254950, 537.130990, 0
250, 28651, 2, 17.720491, 544.460679, 0
286, 28687, 2, 19.991556, 545.057851, 0
89, 28490, 2, 20.646672, 562.762805, 0
251, 28652, 2, 20.169726, 565.671838, 0
105, 28506, 2, 22.015698, 572.379032, 0
200, 28601, 2, 28.190811, 563.034122, 0
91, 28492, 2, 23.944438, 586.870940, 0
252, 28653, 2, 19.717892, 586.042098, 0
288, 28689, 2, 20.023984, 592.538223, 0
201, 28602, 2, 23.254810, 591.875805, 0
92, 28493, 2, 23.136844, 611.620001, 0
253, 28654, 2, 25.077171, 608.517035, 0
202, 28603, 2, 16.323349, 618.772439, 0
131, 28532, 2, 20.970583, 620.659496, 0
203, 28604, 2, 16.783640, 638.310157, 0
93, 28494, 2, 27.205968, 635.786014, 0
289, 28690, 2, 19.600679, 637.216782, 0
254, 28655, 2, 25.279192, 636.481716, 0
94, 28495, 2, 15.419996, 663.320499, 0
204, 28605, 2, 19.900508, 659.149148, 0
132, 28533, 2, 17.540474, 663.987500, 0
255, 28656, 2, 22.440395, 664.224815, 0
95, 28496, 2, 21.235603, 681.899518, 0
290, 28691, 2, 26.748226, 678.144217, 0
205, 28606, 2, 26.892308, 680.529389, 0
256, 28657, 2, 22.071944, 687.442718, 0
96, 28497, 2, 19.564410, 703.330836, 0
206, 28607, 2, 22.302924, 709.398646, 0
292, 28693, 2, 15.901971, 712.734156, 0
259, 28660, 2, 18.876524, 722.581021, 0
97, 28498, 2, 26.939536, 724.133967, 0
135, 28536, 2, 21.145048, 737.188742, 0
207, 28608, 2, 21.662142, 734.197769, 0
260, 28661, 2, 19.423827, 742.114203, 0
98, 28499, 2, 22.956793, 751.684815, 0
293, 28694, 2, 18.811436, 753.745613, 0
208, 28609, 2, 25.666115, 757.706474, 0
261, 28662, 2, 21.069430, 764.796795, 0
134, 28535, 2, 14.950923, 778.734890, 1
99, 28500, 2, 22.180205, 776.938333, 0
209, 28610, 2, 22.425929, 784.431036, 0
262, 28663, 2, 22.374886, 787.426646, 0
294, 28695, 2, 19.602546, 793.153631, 0
40, 28441, 2, 19.345994, 805.189830, 0
211, 28612, 2, 23.782252, 815.235851, 0
67, 28468, 2, 24.139794, 823.325397, 0
55, 28456, 2, 24.854775, 827.168274, 0
43, 28444, 2, 23.915941, 836.921260, 0
212, 28613, 2, 18.652478, 840.190356, 0
103, 28504, 2, 23.579994, 850.821987, 0
57, 28458, 2, 23.552207, 860.425968, 0
44, 28445, 2, 28.559666, 864.314356, 0
213, 28614, 2, 34.585718, 860.800369, 0
38, 28439, 2, 24.655205, 884.582333, 1
59, 28460, 2, 27.202427, 888.731276, 0
45, 28446, 2, 22.596538, 893.728275, 0
214, 28615, 2, 19.662220, 899.260989, 0
6, 28407, 2, 20.062242, 917.630800, 0
46, 28447, 2, 22.728074, 918.793044, 0
60, 28461, 2, 19.918604, 921.306081, 0
216, 28617, 2, 24.146287, 922.874431, 0
47, 28448, 2, 18.502806, 942.756714, 0
61, 28462, 2, 16.000837, 947.749696, 0
165, 28566, 2, 19.237304, 949.506568, 0
48, 28449, 2, 21.229116, 963.668305, 0
309, 28712, 2, 20.514621, 24.231969, 0
63, 28464, 2, 18.486572, 977.813113, 0
166, 28567, 2, 25.733270, 970.798906, 0
49, 28450, 2, 24.190356, 988.098188, 0
64, 28465, 2, 21.226983, 998.277351, 0
310, 28713, 2, 27.529089, 47.873020, 0
167, 28568, 2, 30.146267, 998.485971, 0
50, 28451, 2, 28.155591, 1016.208214, 0
65, 28466, 2, 24.123827, 1023.704457, 0
168, 28569, 2, 23.319891, 1028.811367, 0
312, 28715, 2, 27.984053, 83.719005, 0
51, 28452, 2, 21.428837, 1046.749087, 0
66, 28467, 2, 28.319651, 1051.195190, 0
313, 28716, 2, 25.428200, 113.907089, 0
169, 28570, 2, 27.639604, 1056.604148, 0
52, 28453, 2, 23.063456, 1069.171028, 0
100, 28501, 2, 27.098898, 1079.932572, 0
170, 28571, 2, 20.852717, 1087.622541, 0
314, 28717, 2, 23.548313, 140.029006, 0
53, 28454, 2, 24.758400, 1095.419144, 0
101, 28502, 2, 26.430992, 1108.444837, 0
315, 28718, 2, 19.672282, 167.879732, 0
171, 28572, 2, 27.108764, 1109.552573, 0
54, 28455, 2, 22.733480, 1122.035450, 0
102, 28503, 2, 23.219486, 1135.334765, 0
316, 28719, 2, 20.454578, 190.697207, 0
172, 28573, 2, 23.544184, 1136.776452, 0
358, 28761, 2, 23.649127, 202.604325, 0
263, 28664, 2, 23.935577, 1153.912517, 0
317, 28720, 2, 25.513266, 213.968737, 0
320, 28723, 2, 18.024023, 221.339106, 0
352, 28755, 2, 24.623770, 229.423698, 0
367, 28770, 2, 19.545353, 238.120203, 0
321, 28724, 2, 20.714444, 242.328400, 0
218, 28619, 2, 24.588661, 1182.209328, 0
342, 28745, 2, 21.668793, 256.676452, 0
373, 28776, 2, 22.027622, 259.416114, 0
323, 28726, 2, 15.804190, 271.070270, 0
318, 28721, 2, 24.473958, 266.750231, 0
351, 28754, 2, 20.371288, 278.689109, 0
324, 28727, 2, 20.295731, 291.107163, 0
264, 28665, 2, 22.677902, 1234.924295, 0
364, 28767, 2, 22.623318, 291.887522, 0
344, 28747, 2, 22.338906, 300.219079, 0
325, 28728, 2, 19.600773, 315.438066, 0
370, 28773, 2, 20.586339, 317.450579, 0
219, 28620, 2, 27.624742, 1263.345982, 0
333, 28736, 2, 22.969049, 331.738002, 0
326, 28729, 2, 20.350690, 338.893709, 0
369, 28772, 2, 24.086257, 341.604377, 0
319, 28722, 2, 15.582455, 355.717360, 0
339, 28742, 2, 27.050226, 355.506472, 0
