20617, 0, 17.852992, 1663.275265, 13, 0, 13
20655, 0, 17.862885, 1767.432110, 5, 0, 5
20657, 0, 17.339389, 1878.503339, 7, 0, 7
20692, 0, 19.667576, 2029.027029, 5, 0, 5
20783, 0, 16.548270, 2615.288531, 6, 0, 6
20632, 0, 16.827557, 2624.659419, 6, 0, 6
20656, 0, 21.207878, 2686.747704, 11, 0, 11
20618, 0, 23.507382, 2693.689723, 20, 0, 20
20899, 0, 15.284505, 2733.089410, 4, 0, 4
20796, 0, 17.408438, 2742.268427, 4, 0, 4
20841, 0, 16.956454, 2769.217322, 5, 0, 5
21023, 0, 16.223878, 2680.166395, 4, 0, 4
20735, 0, 17.775724, 2807.534879, 6, 0, 6
20626, 0, 18.463423, 2842.418691, 6, 0, 6
20937, 0, 16.274922, 2766.655570, 9, 0, 9
20633, 0, 18.634728, 2881.976234, 6, 0, 6
20639, 0, 20.002703, 2884.524130, 6, 0, 6
20647, 0, 18.841785, 2945.872208, 6, 0, 6
20784, 0, 19.852571, 2947.910315, 4, 0, 4
20634, 0, 18.953286, 2965.826653, 6, 0, 6
20970, 0, 16.176474, 2885.639337, 4, 0, 4
20736, 0, 18.238815, 2998.975019, 6, 0, 6
20654, 0, 19.197411, 3017.328056, 8, 0, 8
20782, 0, 18.574956, 3069.252837, 5, 0, 5
21006, 0, 17.807087, 2998.896735, 4, 0, 4
21004, 0, 17.955093, 3014.865310, 9, 0, 9
20794, 0, 18.829880, 3108.965319, 5, 0, 5
20658, 0, 22.661593, 3109.527084, 10, 0, 10
20788, 0, 18.875635, 3121.170955, 5, 0, 5
20807, 0, 20.715286, 3126.339322, 5, 0, 5
21008, 0, 17.992357, 3059.158788, 4, 0, 4
20672, 0, 16.727708, 3155.023370, 5, 0, 5
20974, 0, 16.757005, 3073.728292, 4, 0, 4
20623, 0, 19.486748, 3174.057979, 7, 0, 7
20645, 0, 19.603291, 3181.110221, 6, 0, 6
20879, 0, 16.694672, 3184.218184, 4, 0, 4
20739, 0, 19.199903, 3206.163331, 5, 0, 5
20926, 0, 17.509231, 3129.880995, 5, 0, 5
20628, 0, 19.851829, 3233.069797, 6, 0, 6
20820, 0, 18.594182, 3248.953537, 4, 0, 4
20858, 0, 17.922576, 3252.053372, 4, 0, 4
20923, 0, 20.830349, 3169.665020, 4, 0, 4
20942, 0, 17.898301, 3185.752962, 9, 0, 9
20866, 0, 17.414183, 3289.254817, 4, 0, 4
20960, 0, 17.909110, 3204.433058, 11, 0, 11
20786, 0, 19.806653, 3315.788391, 5, 0, 5
20935, 0, 18.294221, 3252.948562, 5, 0, 5
20637, 0, 22.798398, 3345.772347, 6, 0, 6
20968, 0, 17.710270, 3268.479871, 4, 0, 4
20648, 0, 20.817562, 3379.819083, 19, 0, 19
20865, 0, 17.976974, 3375.800475, 5, 0, 5
20824, 0, 19.180348, 3383.358664, 6, 0, 6
