21681, 2, 19.748017, 4.494523, 0, 0, 0
21784, 2, 25.249583, 0.000000, 0, 0, 0
21744, 2, 24.369098, 2.082140, 0, 0, 0
21745, 2, 24.107363, 23.096614, 0, 0, 0
21649, 2, 21.159472, 31.946517, 0, 0, 0
21814, 2, 23.865826, 0.980415, 0, 0, 0
21780, 2, 23.567971, 29.645014, 0, 0, 0
21650, 2, 19.207895, 53.798918, 0, 0, 0
21746, 2, 20.879415, 49.175907, 0, 0, 0
21815, 2, 23.479975, 29.126948, 0, 0, 0
21847, 2, 20.354585, 9.516520, 0, 0, 0
21781, 2, 19.632025, 69.276328, 0, 0, 0
21747, 2, 22.825185, 75.199751, 0, 0, 0
21816, 2, 24.497188, 56.021250, 0, 0, 0
21731, 2, 26.200843, 90.177603, 0, 0, 0
21782, 2, 24.011393, 90.840468, 0, 0, 0
21749, 2, 15.235549, 102.837530, 0, 0, 0
21848, 2, 17.282046, 60.219589, 0, 0, 0
21817, 2, 28.446472, 80.603423, 0, 0, 0
21783, 2, 24.590070, 116.381568, 0, 0, 0
21751, 2, 19.900269, 125.857477, 0, 0, 0
21849, 2, 17.728782, 79.642924, 0, 0, 0
21785, 2, 17.372376, 143.949211, 0, 0, 0
21818, 2, 28.149836, 109.258117, 0, 0, 0
21752, 2, 18.970680, 147.825799, 0, 0, 0
21786, 2, 21.367452, 163.397157, 0, 0, 0
21851, 2, 27.994809, 105.842720, 0, 0, 0
21753, 2, 24.658283, 169.075927, 0, 0, 0
21820, 2, 22.226572, 142.157475, 0, 0, 0
21853, 2, 20.457118, 137.237715, 0, 0, 0
21787, 2, 27.551384, 186.167951, 0, 0, 0
21821, 2, 21.561873, 166.793796, 0, 0, 0
21754, 2, 26.672112, 195.443576, 0, 0, 0
21854, 2, 19.676033, 158.491902, 0, 0, 0
21788, 2, 18.157049, 215.021996, 0, 0, 0
21755, 2, 26.887115, 223.376321, 0, 0, 0
21822, 2, 28.071459, 192.405431, 0, 0, 0
21855, 2, 23.535981, 178.366170, 0, 0, 0
21789, 2, 22.858190, 234.545475, 0, 0, 0
21824, 2, 20.696714, 224.374902, 0, 0, 0
21756, 2, 26.575096, 251.035393, 0, 0, 0
21856, 2, 18.635879, 202.481739, 0, 0, 0
21825, 2, 21.596214, 247.103199, 0, 0, 0
21757, 2, 19.033607, 279.115048, 0, 0, 0
21732, 2, 16.251129, 282.636673, 0, 0, 0
21654, 2, 24.106324, 280.783248, 0, 0, 0
21826, 2, 14.849021, 269.386739, 0, 0, 0
21758, 2, 19.105099, 298.989592, 0, 0, 0
21733, 2, 20.296216, 302.611403, 0, 0, 0
21655, 2, 25.309853, 307.953040, 0, 0, 0
21828, 2, 19.411986, 292.725007, 0, 0, 0
21759, 2, 26.412928, 323.532666, 0, 0, 0
21736, 2, 24.050867, 330.785786, 0, 0, 0
21657, 2, 18.957115, 342.091112, 0, 0, 0
21829, 2, 25.883526, 314.119875, 0, 0, 0
21761, 2, 23.357506, 354.117426, 0, 0, 0
21737, 2, 29.005371, 357.288163, 0, 0, 0
21658, 2, 23.872853, 364.906823, 0, 0, 0
21830, 2, 20.157789, 340.347662, 0, 0, 0
21762, 2, 22.625713, 378.968147, 0, 0, 0
21831, 2, 17.182121, 363.269050, 0, 0, 0
21738, 2, 28.203197, 386.367262, 0, 0, 0
